,Accession,Protein,Organism_Name,Species,Genotype,Isolate,Length,Geo_Location,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release_Date,Molecule_type
86,XPA21204.1,L1 protein,Human papillomavirus 16,Alphapapillomavirus 9,,#091,505,Cambodia,Homo sapiens,,"Malet,I., Draa,I., Leducq,V., Vuong,F., Bonnafous,P., Marcelin,A.G., Calvez,V., Jary,A., Marcelin,A.-G.",2021,2025-06-23,dsDNA
87,XPA21212.1,L1 protein,Human papillomavirus 16,Alphapapillomavirus 9,,#092,505,France,Homo sapiens,cervix,"Malet,I., Draa,I., Leducq,V., Vuong,F., Bonnafous,P., Marcelin,A.G., Calvez,V., Jary,A., Marcelin,A.-G.",2024,2025-06-23,dsDNA
89,XQQ44981.1,L1,Human papillomavirus 16,Alphapapillomavirus 9,,,505,Brazil,Homo sapiens,cervix,"Pereira,V.M.A.G., Filippi,M., Girardi,V., Hansen,A.W., Gularte,J.S., Sita,A., Demoliner,M., Comerlato,J., Fleck,J.D., Da Silva,M.S., Spilki,F.R.",2022,2025-04-05,dsDNA
90,XQQ44995.1,L1,Human papillomavirus 16,Alphapapillomavirus 9,,,505,Brazil,Homo sapiens,cervix,"Pereira,V., Filippi,M., Girardi,V., Hansen,A.W., Gularte,J.S., Sita,A., Demoliner,M., Comerlato,J., Fleck,J.D., Da Silva,M.S., Spilki,F.R.",2022,2025-04-05,dsDNA
91,XBO81867.1,L1,Human papillomavirus 16,Alphapapillomavirus 9,,16SN01,531,China,Homo sapiens,cervix,"Li,T.",2023-10-23,2024-06-10,dsDNA
92,XBO81868.1,L1,Human papillomavirus 16,Alphapapillomavirus 9,,16SN02,531,China,Homo sapiens,cervix,"Li,T.",2023-10-23,2024-06-10,dsDNA
93,XBO81869.1,L1,Human papillomavirus 16,Alphapapillomavirus 9,,16SN03,531,China,Homo sapiens,cervix,"Li,T.",2023-10-23,2024-06-10,dsDNA
94,XBO81870.1,L1,Human papillomavirus 16,Alphapapillomavirus 9,,16SN04,531,China,Homo sapiens,cervix,"Li,T.",2023-10-23,2024-06-10,dsDNA
95,XBO81871.1,L1,Human papillomavirus 16,Alphapapillomavirus 9,,16SN05,531,China,Homo sapiens,cervix,"Li,T.",2023-10-23,2024-06-10,dsDNA
96,XBO81872.1,L1,Human papillomavirus 16,Alphapapillomavirus 9,,16SN06,531,China,Homo sapiens,cervix,"Li,T.",2023-10-23,2024-06-10,dsDNA
97,XBO81873.1,L1,Human papillomavirus 16,Alphapapillomavirus 9,,16SN07,531,China,Homo sapiens,cervix,"Li,T.",2023-10-23,2024-06-10,dsDNA
98,XBO81874.1,L1,Human papillomavirus 16,Alphapapillomavirus 9,,16SN08,531,China,Homo sapiens,cervix,"Li,T.",2023-10-23,2024-06-10,dsDNA
99,XBO81875.1,L1,Human papillomavirus 16,Alphapapillomavirus 9,,16SN09,531,China,Homo sapiens,cervix,"Li,T.",2023-10-23,2024-06-10,dsDNA
100,XBO81876.1,L1,Human papillomavirus 16,Alphapapillomavirus 9,,16SN10,531,China,Homo sapiens,cervix,"Li,T.",2023-10-23,2024-06-10,dsDNA
101,XBO81877.1,L1,Human papillomavirus 16,Alphapapillomavirus 9,,16SN11,531,China,Homo sapiens,cervix,"Li,T.",2023-10-23,2024-06-10,dsDNA
102,XBO81878.1,L1,Human papillomavirus 16,Alphapapillomavirus 9,,16SN12,531,China,Homo sapiens,cervix,"Li,T.",2023-10-23,2024-06-10,dsDNA
103,XBO81879.1,L1,Human papillomavirus 16,Alphapapillomavirus 9,,16SN13,531,China,Homo sapiens,cervix,"Li,T.",2023-10-23,2024-06-10,dsDNA
104,XBO81880.1,L1,Human papillomavirus 16,Alphapapillomavirus 9,,16SN14,531,China,Homo sapiens,cervix,"Li,T.",2023-10-23,2024-06-10,dsDNA
105,XBO81881.1,L1,Human papillomavirus 16,Alphapapillomavirus 9,,16SN15,531,China,Homo sapiens,cervix,"Li,T.",2023-10-23,2024-06-10,dsDNA
106,XBO81882.1,L1,Human papillomavirus 16,Alphapapillomavirus 9,,16SN16,531,China,Homo sapiens,cervix,"Li,T.",2023-10-23,2024-06-10,dsDNA
107,XBO81883.1,L1,Human papillomavirus 16,Alphapapillomavirus 9,,16SN17,531,China,Homo sapiens,cervix,"Li,T.",2023-10-23,2024-06-10,dsDNA
108,XBO81884.1,L1,Human papillomavirus 16,Alphapapillomavirus 9,,16SN18,531,China,Homo sapiens,cervix,"Li,T.",2023-10-23,2024-06-10,dsDNA
109,XBO81885.1,L1,Human papillomavirus 16,Alphapapillomavirus 9,,16SN19,531,China,Homo sapiens,cervix,"Li,T.",2023-10-23,2024-06-10,dsDNA
110,XBO81886.1,L1,Human papillomavirus 16,Alphapapillomavirus 9,,16SN20,531,China,Homo sapiens,cervix,"Li,T.",2023-10-23,2024-06-10,dsDNA
111,XBO81887.1,L1,Human papillomavirus 16,Alphapapillomavirus 9,,16SN21,531,China,Homo sapiens,cervix,"Li,T.",2023-10-23,2024-06-10,dsDNA
112,XBO81888.1,L1,Human papillomavirus 16,Alphapapillomavirus 9,,16SN22,531,China,Homo sapiens,cervix,"Li,T.",2023-10-23,2024-06-10,dsDNA
113,XBO81889.1,L1,Human papillomavirus 16,Alphapapillomavirus 9,,16SN23,531,China,Homo sapiens,cervix,"Li,T.",2023-10-23,2024-06-10,dsDNA
114,XBO81890.1,L1,Human papillomavirus 16,Alphapapillomavirus 9,,16SN24,531,China,Homo sapiens,cervix,"Li,T.",2023-10-23,2024-06-10,dsDNA
122,BEU33838.1,L1 protein,Human papillomavirus 16,Alphapapillomavirus 9,,SW0127,531,Japan,Homo sapiens,,"Miyamura,T., Onuki,M., Matsumoto,K., Kukimoto,I.",2021,2023-11-16,dsDNA
123,BEU33846.1,L1 protein,Human papillomavirus 16,Alphapapillomavirus 9,,SW0128,531,Japan,Homo sapiens,,"Miyamura,T., Onuki,M., Matsumoto,K., Kukimoto,I.",2021,2023-11-16,dsDNA
124,BEU33854.1,L1 protein,Human papillomavirus 16,Alphapapillomavirus 9,,SW0129,531,Japan,Homo sapiens,,"Miyamura,T., Onuki,M., Matsumoto,K., Kukimoto,I.",2021,2023-11-16,dsDNA
125,BEU33862.1,L1 protein,Human papillomavirus 16,Alphapapillomavirus 9,,SW0131,531,Japan,Homo sapiens,,"Miyamura,T., Onuki,M., Matsumoto,K., Kukimoto,I.",2021,2023-11-16,dsDNA
126,BEU33870.1,L1 protein,Human papillomavirus 16,Alphapapillomavirus 9,,SW0134,531,Japan,Homo sapiens,,"Miyamura,T., Onuki,M., Matsumoto,K., Kukimoto,I.",2021,2023-11-16,dsDNA
127,BEU33878.1,L1 protein,Human papillomavirus 16,Alphapapillomavirus 9,,SW0138,531,Japan,Homo sapiens,,"Miyamura,T., Onuki,M., Matsumoto,K., Kukimoto,I.",2021,2023-11-16,dsDNA
128,BEU33886.1,L1 protein,Human papillomavirus 16,Alphapapillomavirus 9,,SW0142,531,Japan,Homo sapiens,,"Miyamura,T., Onuki,M., Matsumoto,K., Kukimoto,I.",2022,2023-11-16,dsDNA
129,BEU33894.1,L1 protein,Human papillomavirus 16,Alphapapillomavirus 9,,SW0152,531,Japan,Homo sapiens,,"Miyamura,T., Onuki,M., Matsumoto,K., Kukimoto,I.",2022,2023-11-16,dsDNA
130,WLD30050.1,L1 protein,Human papillomavirus 16,Alphapapillomavirus 9,,IR2,505,Iran,Homo sapiens,,"Shafaati,M., Hosseini Nejad,A., Salimi,M.",2022-08-10,2023-08-08,dsDNA
131,WLD30051.1,L1 protein,Human papillomavirus 16,Alphapapillomavirus 9,,IR3,505,Iran,Homo sapiens,,"Shafaati,M., Salimi,M., Hosseini Nejad,A.",2022-08-15,2023-08-08,dsDNA
138,UTQ11146.1,L1 protein,Human papillomavirus 16,Alphapapillomavirus 9,,KD1,531,Iran,Homo sapiens,"saliva, oronasopharynx","Koopaie,M., Nematolahy,M.A., Dadar,M.",2020-02-20,2022-07-23,dsDNA
139,UTQ11147.1,L1 protein,Human papillomavirus 16,Alphapapillomavirus 9,,KD2,531,Iran,Homo sapiens,"saliva, oronasopharynx","Koopaie,M., Nematolahy,M.A., Dadar,M.",2020-02-20,2022-07-23,dsDNA
140,BDO24681.1,L1 protein,Human papillomavirus 16,Alphapapillomavirus 9,,K3131,531,Japan,Homo sapiens,,"Kukimoto,I., Iwata,T., Matsumoto,K.",2021,2022-07-15,dsDNA
141,BDO24687.1,L1 protein,Human papillomavirus 16,Alphapapillomavirus 9,,K3163,531,Japan,Homo sapiens,,"Kukimoto,I., Iwata,T., Matsumoto,K.",2021,2022-07-15,dsDNA
142,BDO24695.1,L1 protein,Human papillomavirus 16,Alphapapillomavirus 9,,K5048,531,Japan,Homo sapiens,,"Kukimoto,I., Iwata,T., Matsumoto,K.",2021,2022-07-15,dsDNA
143,BDO24703.1,L1 protein,Human papillomavirus 16,Alphapapillomavirus 9,,K5060,531,Japan,Homo sapiens,,"Kukimoto,I., Iwata,T., Matsumoto,K.",2021,2022-07-15,dsDNA
144,BDO24711.1,L1 protein,Human papillomavirus 16,Alphapapillomavirus 9,,21-20-P-002,531,Japan,Homo sapiens,,"Kukimoto,I., Iwata,T., Matsumoto,K.",2020,2022-07-15,dsDNA
145,BDO24719.1,L1 protein,Human papillomavirus 16,Alphapapillomavirus 9,,21-21-P-001,531,Japan,Homo sapiens,,"Kukimoto,I., Iwata,T., Matsumoto,K.",2021,2022-07-15,dsDNA
146,BDO24727.1,L1 protein,Human papillomavirus 16,Alphapapillomavirus 9,,21-21-P-007,531,Japan,Homo sapiens,,"Kukimoto,I., Iwata,T., Matsumoto,K.",2021,2022-07-15,dsDNA
147,BDO24735.1,L1 protein,Human papillomavirus 16,Alphapapillomavirus 9,,21-21-P-008,531,Japan,Homo sapiens,,"Kukimoto,I., Iwata,T., Matsumoto,K.",2021,2022-07-15,dsDNA
148,BDO24743.1,L1 protein,Human papillomavirus 16,Alphapapillomavirus 9,,21-21-P-011,531,Japan,Homo sapiens,,"Kukimoto,I., Iwata,T., Matsumoto,K.",2021,2022-07-15,dsDNA
152,BDA81679.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K3039,531,Japan,Homo sapiens,,"Tanaka,K., Iwata,T., Kukimoto,I.",,2021-08-25,dsDNA
153,BDA81687.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K3054,531,Japan,Homo sapiens,,"Tanaka,K., Iwata,T., Kukimoto,I.",,2021-08-25,dsDNA
154,BDA81695.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K3099,531,Japan,Homo sapiens,,"Tanaka,K., Iwata,T., Kukimoto,I.",,2021-08-25,dsDNA
155,BDA81703.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K3107,531,Japan,Homo sapiens,,"Tanaka,K., Iwata,T., Kukimoto,I.",,2021-08-25,dsDNA
156,BDA81711.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K3110,531,Japan,Homo sapiens,,"Tanaka,K., Iwata,T., Kukimoto,I.",,2021-08-25,dsDNA
157,BDA81719.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K3079,531,Japan,Homo sapiens,,"Tanaka,K., Iwata,T., Kukimoto,I.",,2021-08-25,dsDNA
158,BDA81727.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K3037,531,Japan,Homo sapiens,,"Tanaka,K., Iwata,T., Kukimoto,I.",,2021-08-25,dsDNA
159,BDA81735.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K3047,531,Japan,Homo sapiens,,"Tanaka,K., Iwata,T., Kukimoto,I.",,2021-08-25,dsDNA
160,BDA81743.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K3049,531,Japan,Homo sapiens,,"Tanaka,K., Iwata,T., Kukimoto,I.",,2021-08-25,dsDNA
161,BDA81751.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K3055,531,Japan,Homo sapiens,,"Tanaka,K., Iwata,T., Kukimoto,I.",,2021-08-25,dsDNA
162,BDA81759.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K3106,531,Japan,Homo sapiens,,"Tanaka,K., Iwata,T., Kukimoto,I.",,2021-08-25,dsDNA
163,BDA81767.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K3124,531,Japan,Homo sapiens,,"Tanaka,K., Iwata,T., Kukimoto,I.",,2021-08-25,dsDNA
164,BDA81775.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K3031,531,Japan,Homo sapiens,,"Tanaka,K., Iwata,T., Kukimoto,I.",,2021-08-25,dsDNA
165,BDA81783.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K3046,531,Japan,Homo sapiens,,"Tanaka,K., Iwata,T., Kukimoto,I.",,2021-08-25,dsDNA
166,BDA81791.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K3066,531,Japan,Homo sapiens,,"Tanaka,K., Iwata,T., Kukimoto,I.",,2021-08-25,dsDNA
167,BDA81799.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K3108,531,Japan,Homo sapiens,,"Tanaka,K., Iwata,T., Kukimoto,I.",,2021-08-25,dsDNA
168,BDA81807.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K3119,531,Japan,Homo sapiens,,"Tanaka,K., Iwata,T., Kukimoto,I.",,2021-08-25,dsDNA
169,BDA81815.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K3128,531,Japan,Homo sapiens,,"Tanaka,K., Iwata,T., Kukimoto,I.",,2021-08-25,dsDNA
170,BDA81823.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K3080,531,Japan,Homo sapiens,,"Tanaka,K., Iwata,T., Kukimoto,I.",,2021-08-25,dsDNA
171,BDA81831.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K3081,531,Japan,Homo sapiens,,"Tanaka,K., Iwata,T., Kukimoto,I.",,2021-08-25,dsDNA
172,BDA81839.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K3114,531,Japan,Homo sapiens,,"Tanaka,K., Iwata,T., Kukimoto,I.",,2021-08-25,dsDNA
173,QYJ09890.1,major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,HNL01,505,China,Homo sapiens,,"Han,S., Wang,X.",2020,2021-08-09,dsDNA
174,QYJ09891.1,major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,HNL02,505,China,Homo sapiens,,"Han,S., Wang,X.",2020,2021-08-09,dsDNA
175,QYJ09892.1,major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,HNL03,505,China,Homo sapiens,,"Han,S., Wang,X.",2020,2021-08-09,dsDNA
176,QYJ09893.1,major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,HNL04,505,China,Homo sapiens,,"Han,S., Wang,X.",2020,2021-08-09,dsDNA
177,QYJ09894.1,major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,HNL05,505,China,Homo sapiens,,"Han,S., Wang,X.",2020,2021-08-09,dsDNA
178,QYJ09895.1,major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,HNL06,505,China,Homo sapiens,,"Han,S., Wang,X.",2020,2021-08-09,dsDNA
179,QYJ09896.1,major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,HNL07,505,China,Homo sapiens,,"Han,S., Wang,X.",2020,2021-08-09,dsDNA
180,QYJ09897.1,late major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,HNL01,505,China,,,"Han,S., Wang,X.",2021,2021-08-09,dsDNA
181,QYJ09898.1,late major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,HNL02,505,China,,,"Han,S., Wang,X.",2021,2021-08-09,dsDNA
182,QYJ09899.1,late major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,HNL03,505,China,,,"Han,S., Wang,X.",2021,2021-08-09,dsDNA
183,QYJ09900.1,late major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,HNL04,505,China,,,"Han,S., Wang,X.",2021,2021-08-09,dsDNA
184,QYJ09901.1,late major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,HNL05,505,China,,,"Han,S., Wang,X.",2021,2021-08-09,dsDNA
185,QYJ09902.1,late major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,HNL06,505,China,,,"Han,S., Wang,X.",2021,2021-08-09,dsDNA
186,QYJ09903.1,late major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,HNL07,505,China,,,"Han,S., Wang,X.",2021,2021-08-09,dsDNA
187,QYJ09904.1,late major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,HNL08,505,China,,,"Han,S., Wang,X.",2021,2021-08-09,dsDNA
188,QYJ09905.1,late major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,HNL09,505,China,,,"Han,S., Wang,X.",2021,2021-08-09,dsDNA
189,QYJ09906.1,late major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,HNL10,505,China,,,"Han,S., Wang,X.",2021,2021-08-09,dsDNA
190,QYJ09907.1,late major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,HNL11,505,China,,,"Han,S., Wang,X.",2021,2021-08-09,dsDNA
191,QYJ09908.1,late major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,HNL12,505,China,,,"Han,S., Wang,X.",2021,2021-08-09,dsDNA
192,QYJ09909.1,late major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,HNL13,505,China,,,"Han,S., Wang,X.",2021,2021-08-09,dsDNA
193,QYJ09910.1,late major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,HNL14,505,China,,,"Han,S., Wang,X.",2021,2021-08-09,dsDNA
194,QYJ09911.1,late major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,HNL15,505,China,,,"Han,S., Wang,X.",2021,2021-08-09,dsDNA
195,QYJ09912.1,late major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,HNL16,505,China,,,"Han,S., Wang,X.",2021,2021-08-09,dsDNA
196,QYJ09913.1,late major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,HNL17,505,China,,,"Han,S., Wang,X.",2021,2021-08-09,dsDNA
197,QYJ09914.1,late major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,HNL18,505,China,,,"Han,S., Wang,X.",2021,2021-08-09,dsDNA
198,QYJ09915.1,late major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,HNL19,505,China,,,"Han,S., Wang,X.",2021,2021-08-09,dsDNA
199,QYJ09916.1,late major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,HNL20,505,China,,,"Han,S., Wang,X.",2021,2021-08-09,dsDNA
200,QYJ09917.1,late major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,HNL21,505,China,,,"Han,S., Wang,X.",2021,2021-08-09,dsDNA
201,QYJ09918.1,late major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,HNL22,505,China,,,"Han,S., Wang,X.",2021,2021-08-09,dsDNA
202,QYJ09919.1,late major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,HNL23,505,China,,,"Han,S., Wang,X.",2021,2021-08-09,dsDNA
203,QYJ09920.1,late major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,HNL24,505,China,,,"Han,S., Wang,X.",2021,2021-08-09,dsDNA
204,QYJ09921.1,late major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,HNL25,505,China,,,"Han,S., Wang,X.",2021,2021-08-09,dsDNA
205,QYJ09922.1,late major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,HNL26,505,China,,,"Han,S., Wang,X.",2021,2021-08-09,dsDNA
206,QYJ09923.1,late major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,HNL27,505,China,,,"Han,S., Wang,X.",2021,2021-08-09,dsDNA
207,QYJ09924.1,late major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,HNL28,505,China,,,"Han,S., Wang,X.",2021,2021-08-09,dsDNA
208,QYJ09925.1,late major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,HNL29,505,China,,,"Han,S., Wang,X.",2021,2021-08-09,dsDNA
209,QYJ09926.1,late major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,HNL30,505,China,,,"Han,S., Wang,X.",2021,2021-08-09,dsDNA
210,QYJ09927.1,late major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,HNL31,505,China,,,"Han,S., Wang,X.",2021,2021-08-09,dsDNA
211,QYJ09928.1,late major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,HNL32,505,China,,,"Han,S., Wang,X.",2021,2021-08-09,dsDNA
212,BCZ98803.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SW0089,531,Japan,Homo sapiens,,"Tanaka,K., Iwata,T., Kukimoto,I.",,2021-07-31,dsDNA
213,BCZ98811.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SW0100,531,Japan,Homo sapiens,,"Tanaka,K., Iwata,T., Kukimoto,I.",,2021-07-31,dsDNA
214,BCZ98819.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,TK0194,531,Japan,Homo sapiens,,"Tanaka,K., Iwata,T., Kukimoto,I.",,2021-07-31,dsDNA
215,BCZ98827.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,22-19-P-005,531,Japan,Homo sapiens,,"Tanaka,K., Iwata,T., Kukimoto,I.",,2021-07-31,dsDNA
216,BCZ98835.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,22-19-P-010,531,Japan,Homo sapiens,,"Tanaka,K., Iwata,T., Kukimoto,I.",,2021-07-31,dsDNA
217,BCZ98851.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SW0097,531,Japan,Homo sapiens,,"Tanaka,K., Iwata,T., Kukimoto,I.",,2021-07-31,dsDNA
218,BCZ98859.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SW0083,531,Japan,Homo sapiens,,"Tanaka,K., Iwata,T., Kukimoto,I.",,2021-07-31,dsDNA
219,BCZ98867.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SW0087,531,Japan,Homo sapiens,,"Tanaka,K., Iwata,T., Kukimoto,I.",,2021-07-31,dsDNA
220,BCZ98875.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SW0115,531,Japan,Homo sapiens,,"Tanaka,K., Iwata,T., Kukimoto,I.",,2021-07-31,dsDNA
221,BCZ98883.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,TK0181,531,Japan,Homo sapiens,,"Tanaka,K., Iwata,T., Kukimoto,I.",,2021-07-31,dsDNA
222,BCZ98891.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,TK0205,531,Japan,Homo sapiens,,"Tanaka,K., Iwata,T., Kukimoto,I.",,2021-07-31,dsDNA
223,BCZ98899.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,22-19-P-001,531,Japan,Homo sapiens,,"Tanaka,K., Iwata,T., Kukimoto,I.",,2021-07-31,dsDNA
224,BCZ98907.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,22-19-P-003,531,Japan,Homo sapiens,,"Tanaka,K., Iwata,T., Kukimoto,I.",,2021-07-31,dsDNA
225,BCZ98915.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,22-19-P-008,531,Japan,Homo sapiens,,"Tanaka,K., Iwata,T., Kukimoto,I.",,2021-07-31,dsDNA
226,BCZ98923.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,22-20-P-001,531,Japan,Homo sapiens,,"Tanaka,K., Iwata,T., Kukimoto,I.",,2021-07-31,dsDNA
227,BCZ98931.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,22-20-P-032,531,Japan,Homo sapiens,,"Tanaka,K., Iwata,T., Kukimoto,I.",,2021-07-31,dsDNA
228,BCZ98939.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,22-20-P-048,531,Japan,Homo sapiens,,"Tanaka,K., Iwata,T., Kukimoto,I.",,2021-07-31,dsDNA
229,BCZ98947.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,TK0180,531,Japan,Homo sapiens,,"Tanaka,K., Iwata,T., Kukimoto,I.",,2021-07-31,dsDNA
230,BCZ98955.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K2818,531,Japan,Homo sapiens,,"Tanaka,K., Iwata,T., Kukimoto,I.",,2021-07-31,dsDNA
231,BCZ98963.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K2907,531,Japan,Homo sapiens,,"Tanaka,K., Iwata,T., Kukimoto,I.",,2021-07-31,dsDNA
232,BCZ98971.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K2911,531,Japan,Homo sapiens,,"Tanaka,K., Iwata,T., Kukimoto,I.",,2021-07-31,dsDNA
233,BCZ98979.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K2928,531,Japan,Homo sapiens,,"Tanaka,K., Iwata,T., Kukimoto,I.",,2021-07-31,dsDNA
234,BCZ98993.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,22-20-P-030,531,Japan,Homo sapiens,,"Tanaka,K., Iwata,T., Kukimoto,I.",,2021-07-31,dsDNA
235,BCZ99009.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,22-20-P-005,531,Japan,Homo sapiens,,"Tanaka,K., Iwata,T., Kukimoto,I.",,2021-07-31,dsDNA
236,BCZ99017.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,K2289,531,Japan,Homo sapiens,,"Tanaka,K., Iwata,T., Kukimoto,I.",,2021-07-31,dsDNA
238,QPB71770.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,InDRE 275,531,Mexico,Homo sapiens,cervix,"Manuell-Barrios,R.T., Fragoso-Fonseca,D.E., Garces-Ayala,F., Ramirez-Gonzalez,J.E., Escobar-Escamilla,N., Araiza-Rodriguez,A., Salvador-Patino,A., Mendieta-Condado,E.R.",,2020-11-18,dsDNA
239,QPB71778.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,InDRE 307,531,Mexico,Homo sapiens,cervix,"Manuell-Barrios,R.T., Fragoso-Fonseca,D.E., Garces-Ayala,F., Ramirez-Gonzalez,J.E., Escobar-Escamilla,N., Araiza-Rodriguez,A., Salvador-Patino,A., Mendieta-Condado,E.R.",,2020-11-18,dsDNA
240,QPB71786.1,L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,InDRE 316,531,Mexico,Homo sapiens,cervix,"Manuell-Barrios,R.T., Fragoso-Fonseca,D.E., Garces-Ayala,F., Ramirez-Gonzalez,J.E., Escobar-Escamilla,N., Araiza-Rodriguez,A., Salvador-Patino,A., Mendieta-Condado,E.R.",,2020-11-18,dsDNA
